series,period,id,time,value
transact,2014-07-31,fct,2014-07-31,122815.44738301182
transact,2014-07-31,x,2014-07-01,136813.4523749
transact,2014-07-31,x,2014-07-02,117849.2798833
transact,2014-07-31,x,2014-07-03,123616.6076322
transact,2014-07-31,x,2014-07-04,81883.9075972
transact,2014-07-31,x,2014-07-05,NA
transact,2014-07-31,x,2014-07-06,NA
transact,2014-07-31,x,2014-07-07,130874.081579
transact,2014-07-31,x,2014-07-08,130970.3002974
transact,2014-07-31,x,2014-07-09,112302.5326575
transact,2014-07-31,x,2014-07-10,108092.7516895
transact,2014-07-31,x,2014-07-11,103819.7479339
transact,2014-07-31,x,2014-07-12,NA
transact,2014-07-31,x,2014-07-13,NA
transact,2014-07-31,x,2014-07-14,121937.1548394
transact,2014-07-31,x,2014-07-15,107741.1602612
transact,2014-07-31,x,2014-07-16,101112.2431803
transact,2014-07-31,x,2014-07-17,100672.631855
transact,2014-07-31,x,2014-07-18,98907.4202987
transact,2014-07-31,x,2014-07-19,NA
transact,2014-07-31,x,2014-07-20,NA
transact,2014-07-31,x,2014-07-21,102048.758585
transact,2014-07-31,x,2014-07-22,93726.2126577
transact,2014-07-31,x,2014-07-23,95335.5861244
transact,2014-07-31,x,2014-07-24,95481.76613080001
transact,2014-07-31,x,2014-07-25,109728.7351995
transact,2014-07-31,x,2014-07-26,NA
transact,2014-07-31,x,2014-07-27,NA
transact,2014-07-31,x,2014-07-28,82845.9061623
transact,2014-07-31,x,2014-07-29,90934.2487146
transact,2014-07-31,x,2014-07-30,97205.22675619999
transact,2014-07-31,x,2014-07-31,146867.8931947
transact,2014-06-30,fct,2014-06-01,NA
transact,2014-06-30,fct,2014-06-02,127475.28087933589
transact,2014-06-30,fct,2014-06-03,115492.70876353822
transact,2014-06-30,fct,2014-06-04,112408.55674907239
transact,2014-06-30,fct,2014-06-05,114936.00223556801
transact,2014-06-30,fct,2014-06-06,115666.31604417851
transact,2014-06-30,fct,2014-06-07,NA
transact,2014-06-30,fct,2014-06-08,NA
transact,2014-06-30,fct,2014-06-09,NA
transact,2014-06-30,fct,2014-06-10,106963.60683324937
transact,2014-06-30,fct,2014-06-11,108097.05940442141
transact,2014-06-30,fct,2014-06-12,114554.73346278611
transact,2014-06-30,fct,2014-06-13,118414.00766333126
transact,2014-06-30,fct,2014-06-14,NA
transact,2014-06-30,fct,2014-06-15,NA
transact,2014-06-30,fct,2014-06-16,119610.6650178534
transact,2014-06-30,fct,2014-06-17,110070.39006410891
transact,2014-06-30,fct,2014-06-18,109304.02811717073
transact,2014-06-30,fct,2014-06-19,114083.10498462038
transact,2014-06-30,fct,2014-06-20,117066.49035639857
transact,2014-06-30,fct,2014-06-21,NA
transact,2014-06-30,fct,2014-06-22,NA
transact,2014-06-30,fct,2014-06-23,123401.1481441822
transact,2014-06-30,fct,2014-06-24,117883.68839410429
transact,2014-06-30,fct,2014-06-25,121473.8272867197
transact,2014-06-30,fct,2014-06-26,130178.39100074003
